id,title,release_date,developer,publisher,genres,multiplayer_or_singleplayer,price,percent_positive,win_support,mac_support,lin_support
13643,Car Mechanic Manager,23-09-2015,InImages,InImages,Casual;Indie,Single-player,259,61%,1,0,0
13644,Tales of the Lumminai,08-12-2017,SenRufu Studios,Sometimes You,Adventure;Indie;RPG,Single-player;Steam Trading Cards;Partial Controller Support,259,53%,1,0,0
13645,VEmpire - The Kings of Darkness,03-10-2017,Wolfgang Lueger,Vempire Entertainment,Casual;Indie;Strategy;Early Access,Single-player;Multi-player;Cross-Platform Multiplayer,459,54%,1,1,1
13646,Pro Gamer Manager,28-04-2016,Raptor Claw Games,501 Industries,Casual;Indie;Simulation;Sports,Single-player,369,61%,1,0,0
13647,Inexistence,18-04-2016,Jonathan BRASSAUD,Jonathan BRASSAUD,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,299,68%,1,0,0
13648,Love ritual,09-04-2019,Xand arts,Xand arts,Casual;Indie;Simulation,Single-player;Steam Achievements,399,56%,1,0,0
13649,Beyond the Invisible: Darkness Came,01-03-2018,Graphium Studio,Graphium Studio,Adventure;Casual;Indie,Single-player;Steam Achievements,349,69%,1,0,0
13650,Elansar,11-01-2016,OrionSoft,OrionSoft,Adventure,Single-player,165,45%,1,0,1
13651,Calvino Noir,27-08-2015,Calvino Noir Limited,Calvino Noir Limited,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,319,50%,1,1,0
13652,Diner Mania,25-06-2015,InImages,InImages,Casual,Single-player,229,56%,1,0,0
13653,GoatPunks,29-11-2018,Alberto Santiago,Studio Canvas,Action;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,349,52%,1,1,1
13654,Gunslugs 2,14-01-2015,Orangepixel,Orangepixel,Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,329,45%,1,1,1
13655,Rule Your School,15-12-2016,WeersProductions,WeersProductions,Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,125,66%,1,0,1
13656,Lost Labyrinth Extended Version,24-11-2015,Markus Döbele,Flying Interactive,Adventure;Casual;Indie;RPG,Single-player;Shared/Split Screen,259,59%,1,0,1
13657,ZEROCAR: Future Motorsport,20-09-2018,EVIL GAMES,EVIL GAMES,Indie;Racing;Early Access,Single-player;Partial Controller Support;Steam Leaderboards,199,58%,1,0,0
13658,Demon Peak,07-07-2017,Kajak Games,Kajak Games,Action;Adventure;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,259,68%,1,0,1
13659,Rhythm Rush!,24-04-2017,KFriske Studios,KFriske Studios,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,42,62%,1,0,0
13660,Lost Civilization,15-04-2014,Icarus Games,Phoenix Online Publishing,Adventure;Casual,Single-player,259,62%,1,0,0
13661,Space Rogue,15-09-2016,Red Beat,Red Beat,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,369,60%,1,1,0
13662,PERFECT ANGLE: The puzzle game based on optical illusions,22-12-2015,Ivanovich Games,Ivanovich Games,Adventure;Casual;Indie;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,369,65%,1,1,0
13663,Draft Day Sports: College Basketball 2017,14-11-2017,Wolverine Studios,Wolverine Studios,Indie;Simulation;Sports;Strategy,Single-player;Shared/Split Screen,199,46%,1,0,0
13664,The guard of dungeon,07-03-2017,HeX,Laush Studio,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards,259,62%,1,0,0
13665,Hide & Hold Out - H2o,09-04-2016,Red Abyss Software,Red Abyss Software,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,559,68%,1,1,1
13666,The Cameron Files: The Secret at Loch Ness,18-07-2014,Microids,Microids,Adventure;Casual,Single-player,169,68%,1,0,0
13667,Creatures Inc,22-03-2019,Little Beavers Games,Little Beavers Games,Action;Indie;Massively Multiplayer;Simulation;Early Access,Single-player;Co-op;Online Co-op,299,61%,1,0,0
13668,Doll of Resurrection,21-09-2018,KX  Games,KX Games,Action;Adventure;Casual;Indie;RPG;Simulation,Single-player,165,60%,1,0,0
13669,VR Escape the space station,24-08-2016,Joygo.Studio,Joygo.Studio,Adventure;Indie;RPG,Single-player,319,69%,1,0,0
13670,M4 Tank Brigade,26-03-2018,iEntertainment Network Inc,iEntertainment Network Inc,Action;Massively Multiplayer;Simulation,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,900,57%,1,1,0
13671,A-Escape VR,31-03-2017,CTN Design,A-Escape,Adventure;Indie,Single-player,199,53%,1,0,0
13672,Usagi Yojimbo: Way of the Ronin,30-01-2015,HappyGiant,HappyGiant,Action;Indie,Single-player;Partial Controller Support,259,68%,1,1,0
13673,Mind Games,04-03-2016,AK Games,RunServer,Indie,Single-player;Steam Achievements;Steam Trading Cards,125,55%,1,1,1
13674,Poker Superstars II,05-10-2006,Funkitron,Funkitron,Casual;Strategy;Indie,Single-player,Free to play,68%,1,0,0
13675,Furries & Scalies & Bears OH MY!,16-01-2019,Stefan Klaus;Stegalosaurus Game Development,Stefan Klaus;Stegalosaurus Game Development,Adventure;Indie,Single-player;Steam Achievements,480,54%,1,0,1
13676,Shadows of Kurgansk,15-12-2016,Yadon Studio,Gaijin inCubator,Action;Adventure;Indie;RPG;Simulation,Single-player;Steam Achievements;Steam Trading Cards,440,58%,1,1,1
13677,Princess Battles,13-04-2015,Nekomura Games,Nekomura Games,Adventure;Casual;Simulation,Single-player;Steam Achievements;Steam Trading Cards,549,45%,1,1,1
13678,CT Special Forces: Fire for Effect,13-03-2014,Asobo Studio;Hip Games,Funbox Media Ltd,Action,Single-player;Steam Cloud,125,63%,1,0,0
13679,Land Doctrine,13-03-2017,Z9K Games,Slitherine Ltd.,Indie;Strategy,Single-player,259,41%,1,0,0
13680,Lost,09-07-2018,RewindApp,RewindApp,Action;Adventure;Casual;Indie,Single-player,42,69%,1,0,0
13681,Dokkaebi Hentai Adventures,28-02-2018,"Nikita ""Ghost_RUS""",Ghost_RUS Games,Adventure;Casual;Indie,Single-player;Steam Achievements,42,45%,1,0,0
13682,Twisted Worlds,17-06-2016,Absolutist Ltd.,Absolutist Ltd.,Adventure;Casual;Free to Play,Single-player;Steam Trading Cards;In-App Purchases,Free to play,55%,1,0,0
13683,Qasir al-Wasat: International Edition,19-01-2016,Aduge Studio,Zueira Digital,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,199,67%,1,1,1
13684,Suicide Adventures,22-09-2017,Idea Cabin,Idea Cabin,Violent;Adventure;Casual;Indie,Single-player;Steam Achievements,85,41%,1,1,1
13685,Skinny,20-11-2018,Caffeine,Cheesecake,Indie;Early Access,Single-player;Steam Achievements,125,43%,1,0,0
13686,Killers and Thieves,23-05-2017,Alex Thomas,Stoic,Violent;Action;Indie;RPG;Simulation;Strategy,Single-player;Steam Trading Cards,85,68%,1,0,0
13687,iubes:2,13-12-2017,Codrer,Codrer,Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Steam Achievements,459,63%,1,0,0
13688,Dogolrax,24-02-2017,Team Shuriken,Team Shuriken,Violent;Gore;Adventure;Indie,Single-player;Steam Achievements;Partial Controller Support,259,55%,1,0,0
13689,Hentai Forest,12-11-2018,RewindApp,RewindApp,Casual;Indie;Strategy,Single-player,42,61%,1,0,0
13690,Soviet City,31-03-2016,chickeninthecornstudio,chickeninthecornstudio,Indie;Simulation;Strategy;Early Access,Single-player,409,53%,1,0,0
13691,Girl Amazon Survival,16-08-2016,Kobra Studio,Kobra Studio,Action;Adventure;Indie;Simulation;Early Access,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,169,68%,1,1,1
13692,Wrath of Loki VR Adventure,16-11-2017,The House of Fables,The House of Fables,Adventure;Casual;Indie,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,125,41%,1,0,0
13693,God is a Cube: Programming Robot Cubes,11-10-2018,Marc Kruzik,Dimensional Studio,Indie;Simulation;Early Access,Single-player;Stats;Includes level editor,459,64%,1,1,1
13694,Liveza: Death of the Earth,03-05-2016,Nikita Nefedov,Sometimes You,Adventure;Indie,Single-player;Steam Trading Cards,125,61%,1,1,1
13695,Smugglers 5,11-04-2014,Niels Bauer Games,Niels Bauer Games,Indie;RPG;Simulation;Strategy,Single-player,369,55%,1,0,0
13696,Too Hot!,15-12-2018,House of Mallows,House of Mallows,Adventure;Indie,Single-player,165,52%,1,0,0
13697,Satellite Command,16-12-2016,Stormtide,Stormtide,Indie;Simulation,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,349,68%,1,0,0
13698,PLUTONIUM,09-05-2017,Ch.ZBK,Ch.ZBK,Action;Adventure;Indie,Single-player,119,42%,1,0,0
13699,Spirits,04-09-2012,Spaces of Play,Spaces of Play,Action;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,165,56%,1,1,1
13700,Distant Star: Revenant Fleet,07-04-2015,Blazing Griffin,Blazing Griffin,Action;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,369,40%,1,1,1
13701,Unforgiven VR,23-02-2017,Delirium Studios,Talking About Media,Action;Indie;Sports;Early Access,Online Multi-Player,349,53%,1,0,0
13702,BIOS,13-12-2016,PIXYUL,PIXYUL,Action;Indie,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,125,42%,1,0,0
13703,VR Coaster Extreme,18-04-2017,George Cook,Tantawowa,Casual;Indie;Simulation;Early Access,Single-player,259,66%,1,0,0
13704,The Lost Valley,20-04-2015,"AndrewDrumov, Sanke Berdochan",AndrewDrumov,Action;Adventure;Casual;Indie;Simulation,Single-player;Steam Trading Cards;Partial Controller Support,259,48%,1,0,0
13705,Battle of Kings,23-08-2018,Battle of Kings Team;Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,Indie;Simulation;Strategy;Early Access,Single-player;Multi-player;Online Multi-Player,259,57%,1,0,0
13706,Continue?9876543210,03-01-2014,Jason Oda,Jason Oda,Action;Adventure;Indie,Single-player;Partial Controller Support,Free to play,62%,1,1,1
13707,3Gun Nation VR,27-02-2019,Team Bravo Limited,Team Bravo Limited,Indie;Racing;Simulation;Sports,Single-player,165,66%,1,0,0
13708,Firmament Wars,03-09-2018,Neverworks Games,Neverworks Games,Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats,85,68%,1,0,0
13709,Askutron Quiz Show,12-11-2017,Goldsaucer Ltd,Goldsaucer Ltd,Casual;Early Access,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor,459,65%,1,1,1
13710,Asemblance,21-06-2016,Nilo Studios,Nilo Studios,Adventure;Indie,Single-player;Steam Achievements;Full controller support,299,63%,1,0,0
13711,BSL Winter Games Challenge,07-03-2018,Vtree LLC,VTree LLC,Action;Casual;Racing;Simulation;Sports,Single-player;Multi-player;Partial Controller Support;Steam Leaderboards,125,40%,1,0,0
13712,Goblins and Grottos,07-07-2016,Psychic Games Ltd.;Goblin Portal,Psychic Games Ltd.;Goblin Portal,Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,329,60%,1,1,0
13713,Infinium Strike,14-07-2016,Codex Worlds,1C Entertainment,Action;Casual;Indie;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,369,44%,1,1,1
13714,Forebearers,12-04-2019,Sandspire Interactive,Sandspire Interactive,Indie;Simulation;Strategy,Single-player;Steam Achievements,529,54%,1,0,0
13715,Quantum Rush Champions,04-12-2014,GameArt Studio GmbH,GameArt Studio GmbH,Action;Casual;Indie;Racing;Simulation;Sports,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,369,43%,1,0,0
13716,TableTop Cricket,25-02-2015,Big Ant Studios,Big Ant Studios,Casual;Indie;Sports,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,369,63%,1,0,0
13717,The Last Cargo,04-03-2017,Ehnenu,Ehnenu,Action;Adventure;Indie;RPG,Single-player;Steam Trading Cards,450,56%,1,0,0
13718,TARTARUS,21-11-2017,Abyss Gameworks,Abyss Gameworks,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards,529,49%,1,0,1
13719,Super Button Soccer,20-07-2016,Smyowl Game Studio,Smyowl Game Studio,Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,319,60%,1,1,1
13720,NOCE,26-11-2018,NS,DLsite,Action;Indie,Single-player;Full controller support,499,62%,1,0,0
13721,Project Remedium,29-08-2017,Atomic Jelly,Movie Games S.A.,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Cloud,479,67%,1,0,0
13722,Nightmare Of Melanie,15-08-2018,???,0Cube,Adventure;Casual;Indie;RPG;Simulation;Strategy,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,199,61%,1,0,0
13723,Rugby League Team Manager 2015,19-06-2015,Alternative Software Ltd,Alternative Software Ltd,Action;Casual;Simulation;Sports;Strategy,Single-player;Includes level editor,565,60%,1,0,0
13724,Doodle WHAT?!,02-08-2016,Poor Ugly Dwarf,Poor Ugly Dwarf,Casual;Indie;Strategy;Early Access,Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards,369,69%,1,0,0
13725,Smugglers 5: Invasion,16-10-2014,Niels Bauer Games,Niels Bauer Games,Indie;RPG;Simulation;Strategy,Single-player,369,61%,1,0,0
13726,Drums Hero PC,21-06-2017,"Player Of Music Technology Co.,Ltd","Player Of Music Technology Co.,Ltd",Action;Casual;Indie;Simulation;Sports;Early Access,Single-player;Partial Controller Support;Steam Cloud;Steam Leaderboards,259,54%,1,0,0
13727,Late at night,27-09-2018,bidmei,bidmei,Adventure;Casual;Indie,Single-player;Steam Achievements,42,57%,1,0,0
13728,iGrow Game,09-06-2016,iDev Games,iDev Games,RPG,Single-player;Steam Trading Cards,42,44%,1,0,0
13729,Dungeons & Geese,04-08-2017,The Bratans,Dagestan Technology,Sexual Content;Nudity;Action;Adventure;Indie,Single-player;Steam Achievements,125,47%,1,0,0
13730,Runaway Express Mystery,23-09-2014,Icarus Games,Libredia,Casual,Single-player,319,50%,1,0,0
13731,Concealed Intent,02-08-2016,Jarrah Technology,Jarrah Technology,Indie;Simulation;Strategy,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,459,66%,1,1,1
13732,Lex Mortis,09-02-2015,Dennis Esie,Dennis Esie,Action;Adventure;Indie,Single-player;Steam Trading Cards,259,44%,1,0,0
13733,Adventures of Dragon,20-12-2018,Tuomo Laine,Tuomo's games,Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Cloud,165,50%,1,1,0
13734,3D Hardcore Cube,22-08-2017,Laush Dmitriy Sergeevich,Laush Studio,Action;Indie,Single-player;Steam Achievements,125,61%,1,0,0
13735,Toddler Simulator,05-03-2018,JoshCorp,JoshCorp,Casual;Indie;Simulation,Single-player;Steam Achievements;Stats,42,69%,1,1,1
13736,Roadworks - The Simulation,30-11-2016,VIS-Games,United Independent Entertainment GmbH,Simulation,Single-player;Steam Achievements,369,64%,1,0,0
13737,Ironbound,04-01-2018,Secret Level SRL,"Making Fun, Inc.",Free to Play;Indie;RPG;Strategy,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to play,62%,1,1,0
13738,Lantern,15-11-2016,Storm in a Teacup,1C Entertainment,Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,319,62%,1,0,0
13739,Airship Dragoon,26-08-2014,YorkshireRifles,YorkshireRifles,Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,529,66%,1,0,0
13740,Rage Against The Zombies,18-01-2017,3DDUO,Plug In Digital;Fun4Family,Action;Casual,Single-player;Steam Trading Cards,259,56%,1,1,0
13741,NeverEnd,16-02-2017,Duck,Sometimes You,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,60,63%,1,1,1
13742,Adventure World,02-08-2016,Alibi,Alibi,Action;RPG,Single-player;Steam Trading Cards,199,58%,1,0,0
13743,Blast Zone! Tournament,28-02-2019,Victory Lap Games,Victory Lap Games,Action;Casual;Indie;Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,349,63%,1,0,0
13744,Blaster Simulator,28-04-2016,United Independent Entertainment GmbH,United Independent Entertainment GmbH,Action;Casual;Simulation,Single-player,259,41%,1,0,0
13745,Devils & Demons,06-10-2015,HandyGames,HandyGames,RPG;Strategy,Single-player;Steam Achievements,369,44%,1,0,0
13746,Wooden Floor 2 - Resurrection,11-01-2016,pheenix93,pheenix93,Adventure;Indie,Single-player;Steam Trading Cards;Partial Controller Support,85,64%,1,0,0
13747,Yet Another World,30-11-2015,energy milk,energy milk,Action;Adventure;Indie,Single-player;Full controller support;Steam Trading Cards,219,46%,1,1,1
13748,Evil Pumpkin: The Lost Halloween,11-07-2014,Two Desperados,Two Desperados,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,349,54%,1,1,1
13749,Techwars: Global Conflict,21-12-2017,Argus Games,Black Sun Game Publishing,Action;Free to Play;Indie;Massively Multiplayer;Strategy,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards,Free to play,66%,1,0,0
13750,Black Rainbow,30-04-2014,Cateia Games,Libredia Entertainment,Adventure;Indie,Single-player,259,66%,1,0,0
13751,Euclidean,25-09-2015,Alpha Wave Entertainment,AAD Productions,Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,259,61%,1,0,0
13752,Grimind,13-02-2014,Pawel Mogila,Forever Entertainment S. A.,Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,349,50%,1,1,1
13753,Minotaur,11-08-2017,Awesome Enterprises,Awesome Enterprises,Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,349,55%,1,0,0
13754,Primal Fears,08-01-2013,DnS Development,DnS Development,Action;Indie,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,369,62%,1,0,0
13755,The Grand Canyon VR Experience,13-01-2017,"Immersive Entertainment, Inc.","Immersive Entertainment, Inc",Adventure;Casual;Indie;Simulation,Single-player;VR Support;Partial Controller Support,169,64%,1,0,0
13756,Chinbu's Adventure,26-01-2018,Xefier Games Inc.,Xefier Games Inc.,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,349,58%,1,1,1
13757,Rezrog,31-05-2017,Soaphog,Kasedo Games,Adventure;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,369,50%,1,1,1
